직무명,회사명,위치,자격요건,우대사항
자사 플랫폼 신규 웹/앱 구축 및 운영관리,비아이컴퍼니(추모),서울.한국,"
• 우리는 이런분과 함께하고 싶어요!
 - Spring Framework / Maven / MyBatis / Javascript or JQuery / JSP 경력
 - MySQL or MariaDB 경력•
우대사항","
•  우리는 이런분을 우대해 드려요 !!
 - 리눅스 및 우분투 서버 세팅 경험
 - 도커 및 쿠버네티스 경험
 - NodeJS 경험
 - VueJS 경험
 - 결제모듈 연동 경험
 - MQTT 통신 경험
혜택 및 복지
• 유연 근무, 커피 제공, 중식 제공
• 경조사비, 개인 장비 지급"
"빅데이터(Hadoop, Hive, Elasticsearch, Spark) 플랫폼 엔지니어/개발자",티지360테크놀로지스,서울.한국,"
• 학력: 학력무관
• 경력: 경력9년↑
• Hadoop 에코시스템 구축/운영 경험
• 빅데이터 플랫폼 구축/운영 경험
우대사항","
• 빅데이터 플랫폼 구축 단계부터 참여하여 오픈한 경험

• 퍼블릭 클라우드(AWS, GCP, Azure) 운영 경험

• Container Orchestration Platform 운영 경험

• 유연한 사고와 커뮤니케이션 연량

• 유관업무 경력자 (3년)

• 전공: 응용소프트웨어공학, 정보·통신공학
혜택 및 복지
• 국민연금, 고용보험, 산재보험, 건강보험
• 자율 출근재
• 스톡옵션 / 우지사주제도
• 본인/가족 의료비 지원
• 도서구입비 지원
• 기념선물 지급"
Data Management Platform 솔루션 개발(Java/Spring BackEnd),티지360테크놀로지스,서울.한국,"
• 학력: 학력무관
• 경력: 경력5년↑
• JAVA/Spring/Spring-boot 개발 경험자
우대사항","
• Linux/RDBMS 기반 개발 경험자
• 온라인 광고 플랫폼 개발 경험자
• 데이터분석 솔루션 개발/운영 경험자
• Vue.js 등 Front-End 개발 경험자
• 유관업무 경력자 (3년)
• 전공: 정보·통신공학, 응용소프트웨어공학
혜택 및 복지
• 국민연금, 고용보험, 산재보험, 건강보험
• 자율 출근재
• 스톡옵션 / 우지사주제도
• 본인/가족 의료비 지원
• 도서구입비 지원
• 기념선물 지급"
Unity 3D 개발자 / 클라이언트 개발자,에프앤에스홀딩스,경기.한국,"
• (Unity 3D) Unity 3D를 사용하여 상용 수준의 프로젝트를 개발해본 경험이 있으신 분
• (Unity 3D) 모바일 게임을 개발해본 경험이 있으신 분
• (공통) Source control / Issue tracking / Bug tracking 시스템 사용 경험자
• (공통) C# 언어를 능숙하게 사용할 줄 아시는 분
• (공통) 자료구조, 알고리즘, 객체지향 개발에 대한 충분한 지식을 갖추신 분
• (공통) 원활한 커뮤니케이션 능력 보유하신 분
우대사항","
• (Unity 3D) Unity AR Foundstion 프로젝트의 경험자
• (Unity 3D) Unity Animation, Physics, Shader 개발 경험자
• (클라이언트) 네이티브 연동 개발 경험자 (iOS/Android 네이티브 기능을 활용한 플러그인 개발)
• (클라이언트) 게임 콘텐츠(게이미피케이션 콘텐츠)를 개발하신 분  
• (공통) 컴퓨터 관련 학과를 졸업하신 분
혜택 및 복지
• 스톡옵션, 각종 경조금 지원, 석식 및 택시비 지원 등
• 경조휴가, 포상휴가, 창립일 휴무, 노동절 휴무 등"
VR S/W 개발자,한국가상현실,서울.한국,"
• C++, C# 등 OOP 기반 언어 지식 보유
• MFC, Unity3D 개발 경험
우대사항","
• MFC, Unity3D 개발 경험자
• 3D S/W 개발 경험자
혜택 및 복지
• 4대보험
• 연차, 연장근로수당, 휴일근무수당
• 청년재직자 내일채움공제
• 생일당일 : 케잌쿠폰, 오후반차지급
• 가족의날 : 매월셋째주 금요일 조기퇴근
• 장기근속(5년/10년/15년/20년) 휴가 및 포상금지급"
프로그램 유지보수 및 개발자,퀀텀그룹,서울.한국,"
•  c+ / c++ 프로그램언어 사용자

• 관련 업종 경력 1년 이하
우대사항","
• 관련 업종 경력

• 주식 관련 기본 지식
혜택 및 복지
• 4대보험, 기숙사 지원

• 청년내일채움공제 신청 가능

• 병역특례 지정업체 준비 중"
윈도우 소프트웨어 개발,위슨테크놀로지,서울.한국,"
ㆍ윈도우환경에서 C, C++, Visual C++, C#, WPF, SQL-Server 프로그래밍 가능자.
ㆍSocket, Serial(RS-232/485, GPIB), CAN 등의 각종 통신 프로그램밍 가능자.
우대사항","
ㆍ컴퓨터 및 전산관련, 전자공학 전공자.
ㆍ전기, 전자 계측 및 테스트 분야 프로그램 개발 경력자.
혜택 및 복지
• 퇴직연금, 인센티브제, 퇴직금, 4대 보험.
• 자기계발비 지원, 저녁식사 제공."
물류자동화 분야 설비제어 및 운영시스템 개발,알티올,서울.한국,"
【지원자격】
• 학력 무관
• 3년 이상의 자동화 시스템 CIM / ECS 개발 경력
• 원만한 의사소통 능력
• 해외여행에 결격 사유가 없는 자
• 국내/외 출장 가능자
• 남성의 경우, 병역필 또는 면제자

【보유기술 온션-1】
• C# WinForm 또는 WPF를 이용한 프로그래밍

【보유기술 옵션-2】
• Java를 이용한 GUI 또는 서버 사이드 어플리케이션 개발
우대사항","
• 물류자동화 관련 시스템 개발 경험
• 영어 커뮤니케이션 능력
• Unix/Linux 환경에서 프로그램밍 경험
혜택 및 복지
• 지원금/보험: 건강검진
• 급여제도: 퇴직연금, 상여금, 성과보상금(인센티브), 연차수당, 출장비, 4대보험
• 선물: 명절선물/귀향비, 생일자 특급호텔 식사권제공
• 교육/생활: 워크샵, 도서구입비지원, 차량유류비 및 유지비 지원, 휴일근무 대체휴무, 구내식당(사원식당, 조/중/석식), 무제한음료제공(차,커피 등)
• 리프레시: 여름휴가, 창립기념일휴무, 근로자의 날 휴무"
프론트엔드 개발,알티올,서울.한국,"
【지원자격】
• 학력무관
• 3년 이상의 프론트엔드 개발 경력
• 원만한 의사소통 능력
• 해외여행에 결격 사유가 없는 자
• 국내/외 출장 가능자
• 남성의 경우, 병역필 또는 면제자

【보유기술】
• React (Redux, TypeScript) 기반 개발
• Javascript ES6/HTML/CSS(SCSS) 최신 스펙에 대한 지식
• SPA,SSR(Next.js) 프로그램의 이해
우대사항","
• 물류자동화 관련 시스템 개발 경험
• 영어 커뮤니케이션 능력
• Git 사용
• Jira, Confluence등 협업 소프트웨어 사용 경험
혜택 및 복지
• 지원금/보험: 건강검진
• 급여제도: 퇴직연금, 상여금, 성과보상금(인센티브), 연차수당, 출장비, 4대보험
• 선물: 명절선물/귀향비, 생일자 호텔 식사권제공
• 교육/생활: 워크샵, 도서구입비지원, 차량유류비 및 유지비 지원, 휴일근무 대체휴무, 구내식당(사원식당, 조/중/석식), 무제한음료제공(차,커피 등)
• 리프레시: 여름휴가, 창립기념일휴무, 근로자의 날 휴무"
백엔드엔지니어,트리프리,서울.한국,"
1. PHP, Laravel 기반 백엔드 개발 경력 5년이상 또는 그에 준하는 실력을 보유하신 분
2. 벡엔드 개발 경력 5년 미만이라도 빠르게 성장하고 다른 사람의 코드를 빨리 이해하고 수정 개선 가능하신 분
3. 코드 리뷰를 통한 적극적인 커뮤니케이션 할 수 있는 분
4. 동료와의 커뮤니케이션 및 협업이 원할하신 분
5. 직업윤리 및 자신의 업무에 대한 책임감이 강하신 분
6. AWS의 다양한 서비스 활용이 가능한 분
7. 대량 또는 이벤트성 트래픽 처리 가능하신 분
8. 서버 및 백엔드 영역을 주도적으로 관리하고 개선해 나갈 수 있는 분
우대사항","
1. 서비스 기획부터 개발/런칭/운영까지 경험이 있으신 분
2. 상용서비스 개발 및 대량의 트래픽 처리 경험이 있으신 분
3. 프론트엔드 영역 이해와 경험이 있으신 분
4. 오픈소스 분석 경험, 디자인 패턴, 리팩토링 지식 및 경험이 있으신 분
5. 프로그래밍 관련 대회 수상 경력 있으신 분
6. 긍정적인 태도로 자기 발전을 끊임없이 노력하며 새로운 도전을 즐기시는 분
7. 개발팀 문화에 관심이 많고 이를 함께 긍정적이고 열정적인 슈퍼개발팀을 함께 만들어 
         나가실 분
혜택 및 복지
-       수습 3개월 (급여 90%지급)
- 출퇴근시간 협의 가능
- 간식 및 중식 제공
- 필요한 학습강의 지원
- 강압적인 야근 없음(필요시 자율적 판단에 맡김)
- 4대 보험
- 자유로운 연차 사용 가능
- 지급될 PC 보유(맥북프로+모니터)
- 서울 성수동 근무
- 연차 및 경력에 따라 연봉 협의 가능"
Big data 전문엔지니어,씨티아이앤씨,경기.한국,"
• Big data  관련 개발 경력 
• Elastic Stack 유경험자
우대사항","
•  컴퓨터 정보통신 비전공자 우대
혜택 및 복지
•  정규직
•  4대 연금"
웹 개발 (Java/Jsp/Ajax/Spring),슈어엠,서울.한국,"
• 경력 5년 ~ 10년
• JAVA 1.8, Spring-boot, JPA 활용 가능자
• Git 활용 가능자
• MySQL, MariaDB 등 RDB 활용 가능자
우대사항","
• 프로젝트 리딩 유경험자
• MSA 경험자
• 컴퓨터/전산/수학 전공자 우대
혜택 및 복지
• 건강검진, 금연수당, 직원대출제도, 각종 경조사 지원, 헬스비 지급, 문화생활비, 통신비 지원, 해외여행 지원
• 우수사원시상식, 워크샵, 플레이샵, 직무능력향상교육, 리더쉽강화교육, 도서구입비지원, 자격증취득지원, 교육비 지원, 자기계발비 지원, 사내동호회 운영, 아침식사 제공, 음료제공(차, 커피)
• 인센티브제, 장기근속자 포상, 우수사원포상, 퇴직금, 성과급, 휴일(특근)수당, 장기근속수당, 가족수당, 4대 보험
• 명절선물/귀향비, 창립일선물지급, 생일선물/파티
• 연차, 경조휴가제, 반차, 창립일휴무, 근로자의 날 휴무, 포상휴가"
IT 연구소 헬스케어 SCM 웹솔루션 개발자,이지메디컴,서울.한국,"
- Java 개발 경험 2년 이상
- Java 와 Spring framework를 활용하여 웹어플리케이션 개발에 능하신 분
- 대용량 데이터 처리에 관심이 많으신 분
- 의료 분야 신기술과 Tech Trend에 대해 관심이 많으신 분
우대사항","
- RESTful API 설계 경험
- 모바일 개발 경험
- Python 활용 능력
- Oracle 기반 개발 경험
혜택 및 복지
선택적 복리후생(카페포인트)
자녀학자금 지원
경조사 지원
명절 선물 제공
장기근속포상
석식/야간교통비 지원
문화의날 운영
통합사판몰 운영"
Android 개발자,시니스트,서울.한국,"
• kotlin 개발 경험 3년 이상
• Network Async Task, Layout Customizing, JSON parse, Webview
• 앱 출시 및 운영 경험
• 버전관리 툴(Git/SVN) 이용한 협업 가능자
우대사항","
• Android Framework 개발 경험 보유자
• Blockchain Wallet 개발 경험 보유자
혜택 및 복지
• 4대보험
• 성과에 따른 연말 보너스
• 능력에 따른 스톡옵션
• 열정에 따른 교육 지원
• 눈치없이 연차 사용가능
• 듀얼모니터 지원
• 맥북 지원
• 무제한 간식 및 커피 제공"
딥러닝 알고리즘 엔지니어,블루닷,서울.한국,"
• 컴퓨터비전/머신러닝/딥러닝 지식보유 및 관련 프로젝트 수행 경험자
• 딥러닝 프레임워크(e.g Tensorflow등) 사용 가능
우대사항","
• 딥러닝 프레임워크 경량화를 위한 최적화 경험 및 기술 보유
혜택 및 복지
• 개인장비 - 고성능 컴퓨터 or Mac 지원
• 식사,간식 - 스낵바(간식,음료) 제공 및 야근식대 지원
• 연차,휴가 - 자유로운 휴가, 연차 사용
• 근무형태 - 자율 출근제
• 건강검진 - 매년 종합검진 제공
• 기타 - 4대보험 가입, 퇴직금 별도지급"
반도체 회로설계 개발자,블루닷,서울.한국,"
• C/C++능숙
• (신입) Verilog코드 읽을 줄 아시는 분
• (경력) Verilog로 기가 막히게 설계하시는 분
• High-Level Synthesis를 제대로 배우고 싶으신 분
우대사항","
• High-Level Synthesis 유경험자
혜택 및 복지
• 개인장비 - 고성능 컴퓨터 or Mac 지원
• 식사,간식 - 스낵바(간식,음료) 제공 및 야근식대 지원
• 연차,휴가 - 자유로운 휴가, 연차 사용
• 근무형태 - 자율 출근제
• 건강검진 - 매년 종합검진 제공
• 기타 - 4대보험 가입, 퇴직금 별도지급"
웹퍼블리셔,비엠텍시스템,서울.한국,"
• 1년 이상 해당직무 근무 경험자
• 업무 이해도와 습득력이 탁월하신 분
• 웹 개발 관련 이해도가 높으신 분
우대사항","
• SASS 사용 가능자
• 에이전시 경험자
• 프론트엔드 프레임워크(angular) 사용 프로젝트 경험자
혜택 및 복지
• 퇴직금, 자격증수당, 4대 보험
• 명절선물/귀향비, 생일선물/파티, 크리스마스 선물
• 워크샵, 점심식사 제공, 간식 제공, 음료제공(차, 커피), 컨퍼런스 개최
• 회의실, 공기청정기, 유니폼지급, 사원증, 사무용품 지급, 최고 성능 컴퓨터
• 회식강요 안함, 자유복장, 자유로운 연차사용, 사내연애 장려
• 연차, 여름휴가, 창립일휴무, 근로자의 날 휴무"
웹 개발,비엠텍시스템,서울.한국,"
• 4년 이상 해당직무 근무 경험자
• 업무 이해도와 습득력이 탁월하신 분
• 문제해결 능력과 학습 능력이 좋으신 분
• 팀원과 협업 시 의사소통에 문제가 없으신 분
우대사항","
• 관련학과 전공 또는 관련교육 이수자
• 프론트엔드 프레임워크 사용 경험자
• Spring boot 프로젝트 경험자
• API 관련 프로젝트 경험자
• 모니터링 시스템 프로젝트 경험자
• d3.js, Echart, Highchart 등 그래프 사용 경험자
혜택 및 복지
• 퇴직금, 자격증수당, 4대 보험
• 명절선물/귀향비, 생일선물/파티, 크리스마스 선물
• 워크샵, 점심식사 제공, 간식 제공, 음료제공(차, 커피), 컨퍼런스 개최
• 회의실, 공기청정기, 유니폼지급, 사원증, 사무용품 지급, 최고 성능 컴퓨터
• 회식강요 안함, 자유복장, 자유로운 연차사용, 사내연애 장려
• 연차, 여름휴가, 창립일휴무, 근로자의 날 휴무"
웹 서비스 개발자,테크디엔에이,경기.한국,"
- 클라우드 기반(GCP) Datawarehouse 설계 및 구축, 운영 경험


- Python, Java 또는 Node.js 기반 데이터 처리 경험


- Elastic Stack 설치 및 구축, 운영 경험


- 웹 서비스 전반에 걸쳐 높은 이해도를 가지신 분(front-end & back-end)


- java, java script 에 능숙하신 분


- 새로운 프로젝트를 시작함에 있어 전체 기획을 이끌어 갈 수 있는 

   능력과 열정을 보유하신 분


- 경력 : 경력5년 이상
우대사항","
- 빅데이터 플랫폼 사용 경험 ( BigQuery, Redshift, cloudera, Apache Druid )


- 대용량 분산처리 시스템 개발 및 경험 

   ( Hadoop, Apache Spark, Apache Kafka )


- 실시간 데이터 스트리밍 처리 경험

 ( Apache Flink, Apache Storm, Apache Spark Streaming )


- 시각화 툴 또는 BI 툴 경험 ( PowerBI, Tableau, Superset, ReDash 등 )


- Python을 이용한 개발 경험 ( Restful-API, ML, DL )


- 데이터 분석을 통한 인사이트 도출 경험


- 새로운 것을 익히고 공유하는 것에 부담이 없으신 분
혜택 및 복지
[복지/보상]

• 탄력근무 
  "" 출퇴근 탄력근무제 및 리모트 근무가 가능합니다!! ""

• 개인 경조금 지원
  "" 기쁜 일은 더 기쁘게, 슬픈 일은 나눌 수 있는 그런 문화를 지향합니다.""

• 일할 땐 일하고 쉴 땐 맘편히 눈치 안 보고 빠르고 자유롭게 쓰는 휴가!!
  "" 연차는 쓰고 싶을 때!!!, 연차신청서에 사유는 필요없어요!!""

• 든든하게 먹고, 든든한 인재가 되는 무제한 간식 & 먹거리
  "" 입이 심심할 땐? 먹어야죠. 간식 및 커피 무제한 제공!!! ""

•  복장은 무조건 자유

•  도서 구입 & 자기계발에 대한 무한지원 !!
   "" 적.극 권장합니다 우리 모두 똑똑한 테크DNA인이 되어보자구요!! """"

• Work & Reward Balance (우수사원 및 장기근속자 포상제도)


먹을 땐 먹고, 놀땐 놀지만, 일할 땐 또 제대로 일 합니다!

""모든 직원이 함께 만들어가는 즐겁게 일하는 문화를 우선으로 합니다.""

저희와 함께 더 좋은 서비스를 만들어갈 역량있는 파트너를 기다리고 있으니
편안하게 연락 주시고 함께 갈 수 있는 방향을 모색해 보았으면 합니다."
Android 개발자,제나,서울.한국,"
• Android 개발 경력을 가진신 분
• Java / Kotlin을 활용해 개발 경험이 있으신 분
• 원활한 커뮤니케이션에 무리가 없으신 분
우대사항","
• Kotlin 사용경험
• 남/여 성별에 상관없이 우대함!!
• 나이는 가급적 30대 후반까지만 우대함!!
혜택 및 복지
• 워라하(Work-Life Harmony)
 - 야근없고 칼퇴기본!! 눈치 부담 ZERO!!
 - 회식 및 술 강요 NO!!
 - 자유로운 연월차 사용
 - 업무 관련 도서 구매 지원"
"(이천SKT OEM상주)시스템 엔지니어, 서버 엔지니어",이스턴네트웍스,경기.한국,"
• 학력: 초대졸(2,3년)이상
• 경력: 5년차 이상
우대사항","
• 유관업무(PM업무,상주지원) 경력자
• 외부 IT 교육 이수자(시스템,클라우드,리눅스)
• 리눅스마스터, Windows 자격증 보유자
혜택 및 복지
• 주5일 09:00~18:00 근무
• 주말근무 없음
• 상여금 년 2회
• 퇴직금 지급
• 연차 전체 사용
• 식사 제공
• 기숙사 제공
• 외근출장비 제공"
"(이천 SK MA 상주) 시스템 엔지니어, 서버 엔지니어",이스턴네트웍스,경기.한국,"
• 학력: 초대졸(2,3년)이상
• 경력: 5년차 이상
우대사항","
• Windows Server 운영 스킬 보유(MSCS 구성 및 장애처리, AD이해)
• RHEL 운영 스킬 보유(LVM, multipath, udev 구성)
• X86 H/W 유지보수(장애처리)
• 전산실 운영 관리 경험 보유(UPS 전원, 전력 이해)
• 전반적인 Infra Architecture 개념
혜택 및 복지
• 주5일 09:00~18:00 근무
• 주말근무 없음
• 상여금 년 2회
• 퇴직금 지급
• 연차 전체 사용
• 식사 제공
• 기숙사 제공
• 외근출장비 제공"
HW System 개발,메디씽큐,경기.한국,"
• Embedded hardware 보드 개발 경험
• 네트웍 관련 개발 경험
• 6개월 이상의 IT 또는 Startup 근무 경험
우대사항","
• 영상장비 개발 경험 우대
혜택 및 복지
• 점심 / 저녁 (야근시) 식대 지원
• 잔여연차 보상지원
• 매월 2만원 문화상품권 지급
• 통근비 월 5만원 지급
• 코로나19로 인한 택시비 추가 지원 (5만원 한도)"
"영상 처리 개발 (Streaming uploader, downloader 개발)",메디씽큐,경기.한국,"
• 영상 처리 개발 업무 경험자
• Streaming 서버 개발 업무 경험자
• REST API 개발 업무 경험자
우대사항","
• C/C++ 개발 경험자 우대
• Linux, Java 개발 경험자 우대
• 6개월 이상의 IT 또는 Startup 근무 경험자 우대
혜택 및 복지
• 점심 / 저녁 (야근시) 식대 지원
• 잔여연차 보상지원
• 매월 2만원 문화상품권 지급"
클라우드 관리시스템 개발자,아이티위너,서울.한국,"
• Java, Spring Framework 또는 숙련된 백엔드 프로그래밍 언어 및 프레임워크를 사용한 개발기술 보유
• JSP, Javascript 또는 숙련된 프론트엔드 프로그래밍 언어 및 프레임워크를 사용한 개발기술 보유(백엔드와 프론트엔드 둘 중 하나라도 자신있게 프로그래밍 하실 수 있으면 됩니다.)
• 시스템 또는 기능 분석자료를 보고, 설계 및 구현 가능
(설계/구현은 팀협업을 통해서 진행하며, 필요에 따라 문서화 합니다.)
우대사항","
• 정보처리기사 보유 
• 리눅스/클라우드(벤더무관) 에 대한 사용경험이 있으신 분
(리눅스 및 네트워크에 대한 기본 배경지식 보유하신 분이면 좋겠습니다. 클라우드는 오셔서 경험하셔도 됩니다.)
• 유연한 사고와 커뮤니케이션 역량이 있는 분
• 개발관련하여 새로운 경험을 좋아하시는 분
혜택 및 복지
• 자기계발
 - 의료비 및 체력단련비 등 건강관리비 지원
 - 음반, 공연, 전시회 등 문화생활비 등 지원
 - 직무관련 교육, 세미나 참석, 도서비 등 지원

• 워라벨
 - 가족과의 외식 및 여행비 지원
 - 자녀 입학축하금 지원
 - 유연근무제, 육아휴직

• 기타 복지
 - 본인 및 배우자 건강검진 지원
 - 경조휴가 및 경조비 지원
 - 생일선물 및 명절선물 지원
 - 장기근속자 포상 및 휴가"
웹 퍼블리싱 / 프론트앤드 디벨로퍼,디자인피버,서울.한국,"
• IT 관련 전공자이거나 그에 주하는 경력 보유 
• Javascript ES5, ES6+
• HTML5, CSS3, SASS, SCSS
• 반응형 웹제작에 대한 이해
• 크로스브라우징에 대한 이해와 역량이 있는 분
• 프론트엔드 개발 경험
• 문제해결 능력과 학습 능력이 좋은 분
• 새로운 것을 배우고 도전하는 것에 관심이 많은 분
우대사항","
• 웹 접근성에 대한 이해
• CSS 프레이워크(Bootstrap, Bulma) 이해
• Single Page Application 개발 경험
• Javascript MVC, 프레임워크(Vue, React) 개발 경험
• Git, Gitlab 형상 관리툴 사용 경험
혜택 및 복지
• 탄력근무제 시행
• 입사 1주년 기념품 증정(아이패드,애플와치)
• 장기 근속자 포상 및 리프레시 휴가
• 생일 파티 및 축하금, 경조사비, 사내 GYM, 명절선물, 업무용 도서, 휴게실제공
• 야근 시. 저녁식대, 야간 교통비 지원"
안드로이드 개발,테그,대구.한국,"
• 안드로이드 앱 개발 경력 3년이상
• 구글플레이 스토어 런칭한 경험 필수
우대사항","
• 위치기반 서비스에 대한 이해도가 있으신 분
• Custom UI 개발에 부담이 없으신 분
• 코드 형상관리툴 사용에 문제가 없으신 분(svn, git)
• 숨겨진 1px을 찾아 낼 수 있는 꼼꼼하신 분
혜택 및 복지
• 자유로운 연차제도 운영
• 최고의 인성과 열정을 갖춘 최고의 동료들
• 글로벌 플랫폼 서비스로의 높은 발전 가능성
• 수평적인 분위기로 구성원 모두의 멋진 팀웍"
"R&D Backend, Full Stack",산타,서울.한국,"
- 5년 이상의 웹 서비스 개발 경험 
- AWS, Azure, GoogleCloud등 클라우드 환경 프로젝트 경험자
- Javascript(php, vue, react) 경력자 선호
- 대졸이상- 전공 : 컴퓨터공학과 선호
- 협업 능력RDS 분석 및 설계 가능하신분
- RESTful API 구현 가능하신분
- Git 등 형상관리를 깊게 이해 하시는 분
우대사항","
- 7년 이상의 웹 서비스 개발 경험 
- AWS 운영 가능하신 분
- Admin 개발 경험이 있으신 분
- Frontend 개발과 같이 경험 있으신 분
- 데이터베이스 튜닝 및 마이그레이션 가능하신 분
혜택 및 복지
[ BENEFIT ]

- Unlimited vacation (with your direct line manager's alignment)
- Flexible working hours
- Remote work possible
- 글로벌지원금 지원 (년 1회 해외여행 KRW 1,000,000 지원 - 항공권 영수증 첨부 필수)
- 플랫폼서비스 지원 (월 1회 플랫폼서비스 (Netflix, Youtube Premium 등) KRW 15,000 한도내 실비지원)

[ WHY SANTA? ] 

- 크루가 주도적으로 일하는 여건을 만들어 드리며 이를 통해 크루 개인의 경력관리에 도움을 드립니다. 
- 각종 상여금, 정기적 스톱 옵션 부여, 구주 거래 등의 제도를 통해 회사의 성장이 크루의 과실로 연결시켜 드립니다.
- 급속히 성장하면서도 급여 면에서 안정적인 “스타트업”의 업무경험을 제공합니다.
- 산타는 한국의 군대문화 혹은 유교적인 가치를 전혀 인정하지 않는 집단이며 회사에서는 직급 대신 이름을 불러 드립니다.
- 나이, 성별, 국적, 인종, 학력 및 연차에 관계없이 오로지 실력으로 인정받으실 수 있습니다."
PHP 개발자,피플벤처스,서울.한국,"
• 학력 : 무관
• 성별/연령 : 무관
• 경력 : 3년 이상 (중급)
우대사항","
• PHP CodeIgniter 3.x 등 PHP 프레임웍 경험자
• SlimPHP 3.x (RESTful API) 프레임웍 경험자
• 외부 연동 API (SNS,SMS) 경험자
혜택 및 복지
• 급여제도 : 퇴직연금, 인센티브제, 우수사원포상, 4대 보험
• 선물 : 명절선물/귀향비
• 조직문화 : 회식강요 안함, 야근강요 안함, 자유복장
• 리프레시 : 연차, 여름휴가, 근로자의 날 휴무"
Android Application Developer,알서포트(Rsupport),서울.한국,"
• Kotlin/Java 언어에 대한 경험이 있으신 분
• AAC 개발 경험이 있으신 분
• 논리적인 사고능력을 통해 원활한 소통과 협업능력을 중요시 하시는 분
• 안드로이드 최신 개발 트렌드에 관심이 있으신 분
• 온라인 코드리뷰(Upsource)를 같이 하고 싶으신 분
우대사항","
• TDD 개발 경험이 있으신 분
• Unit Test(Mockk, Espresso) 개발 경험이 있으신 분
• WebRTC 개발 경험이 있으신 분
• 영상처리(OpenGL/AR) 개발 경험이 있으신 분
• Hilt/Dagger/Koin 개발 경험이 있으신 분
• Rxjava & Coroutine 개발 경험이 있으신 분
• NDK 개발 경험이 많으신 분
• Android framework 개발 경험이 있으신 분
혜택 및 복지
■ 알서포트는 이렇게 일해요~
• 최신형 Laptop 제공! (Window, Mac OS 선택 가능!)
• 님으로 부르는 통일된 수평적 조직 문화!
• 8호선 몽촌토성역, 9호선 한성백제역에서 도보 2분!
• 눈치안보는 연차 사용!
• 커피값이 들지 않아요~ 사내 카페테리아 운영!
• 주 5일 근무! (월~금) 10:00~17:00 Core Time! 1일 최소  6시간 근무!
  부서에 따라 유연 근무제 실시! (월 기준 주당 평균 40시간 근무)
• 체력단련비 지원!
• 장기근속자 포상!
• 장거리 근무자 기숙사 제공! (편도 2시간 이상)
• 교육비, 도서비 무한 지원!
• 이 밖에 다양한 제도 운영!  (가족친화, 문화활동, 인재육성, 근무 복지제도 운영)"
웹 백엔드(Web Backend) 개발자,알서포트(Rsupport),서울.한국,"
• Spring, JPA(Hibernate) 기반 Web Application 개발 경험
• 소프트웨어 설계 경험(UML)
• 지속적으로 자기계발을 하고 서로 공유하려는 분
우대사항","
• CleanCode, TDD, Refactoring, Agile 등에 관심이 있으시거나 경험을 해보신 분
• BigData 관심이 있으시거나 경험을 해보신 분(ElasticSearch, Kibana, Logstash)
• MSA 개발을 경험해 보신 분
• 협업능력이 뛰어나신 분
• 대용량 트래픽을 경험해보신 분
혜택 및 복지
■ 알서포트는 이렇게 일해요~
• 최신형 Laptop 제공! (Window, Mac OS 선택 가능!)
• 님으로 부르는 통일된 수평적 조직 문화!
• 8호선 몽촌토성역, 9호선 한성백제역에서 도보 2분!
• 눈치안보는 연차 사용!
• 커피값이 들지 않아요~ 사내 카페테리아 운영!
• 주 5일 근무! (월~금) 10:00~17:00 Core Time! 1일 최소  6시간 근무!
  부서에 따라 유연 근무제 실시! (월 기준 주당 평균 40시간 근무)
• 체력단련비 지원!
• 장기근속자 포상!
• 장거리 근무자 기숙사 제공! (편도 2시간 이상)
• 교육비, 도서비 무한 지원!
• 이 밖에 다양한 제도 운영!  (가족친화, 문화활동, 인재육성, 근무 복지제도 운영)"
솔루션 기술지원 엔지니어,알서포트(Rsupport),서울.한국,"
• 컴퓨터 관련 학과 전공자
• Web, DB, OS(NT Linux), Network, API에 대한 기본 지식 보유자
우대사항","
• 서버 운영 또는 엔지니어 실무 경험자 
• 안드로이드, iOS 모바일 기본 지식 보유자
• 프리젠테이션, 보고서 문서작성 능력 보유자
• 외국어 가능자(영어, 일어, 중국어 택1)
혜택 및 복지
■ 알서포트는 이렇게 일해요~
• 최신형 Laptop 제공! (Window, Mac OS 선택 가능!)
• 님으로 부르는 통일된 수평적 조직 문화!
• 8호선 몽촌토성역, 9호선 한성백제역에서 도보 2분!
• 눈치안보는 연차 사용!
• 커피값이 들지 않아요~ 사내 카페테리아 운영!
• 주 5일 근무! (월~금) 10:00~17:00 Core Time! 1일 최소  6시간 근무!
  부서에 따라 유연 근무제 실시! (월 기준 주당 평균 40시간 근무)
• 체력단련비 지원!
• 장기근속자 포상!
• 장거리 근무자 기숙사 제공! (편도 2시간 이상)
• 교육비, 도서비 무한 지원!
• 이 밖에 다양한 제도 운영!  (가족친화, 문화활동, 인재육성, 근무 복지제도 운영)"
